CODE;LOCATIONNAME;PRICE;AREA;ROOMNUMBER;BATHNUMBER;STATUS;STUDIO;ISPENTHOUSE;DUPLEX;SWIMMINGPOOL;ELEVATOR
9,22337E+18;Sol;798659;122;2;2;Second hand / Good state;0;0;0;0;0
8,93251E+18;Lavapies-Embajadores;469558;132;4;4;Second hand / Good state;0;0;0;0;0
9,22337E+18;Casco Historico de Vicalvaro;169538;101;3;2;Second hand / Good state;0;0;0;0;0
2,67277E+18;Casco Historico de Vicalvaro;130348;66;3;1;Second hand / Good state;0;0;0;0;0
4,74837E+18;Puerta Bonita;98066;56;2;1;Second hand / Unknown;0;0;0;0;0
8,55405E+18;Nuevos Ministerios-Rios Rosas;403018;66;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Opanel;198836;82;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Puerta del Angel;155897;48;1;1;Second hand / Good state;0;0;0;0;0
8,21593E+18;Los Rosales;240640;97;3;2;Second hand / Good state;0;0;0;0;1
8,08614E+18;Ensanche de Vallecas - La Gavia;168425;78;2;2;Second hand / Good state;0;0;0;1;1
7,44382E+18;Vista Alegre;233731;94;2;1;Second hand / Good state;0;0;0;0;1
1,63767E+18;La Paz;299085;101;4;2;Second hand / Unknown;0;0;0;0;1
8,39455E+18;Lista;175182;40;2;1;Second hand / Needs reformation;0;0;0;0;0
5,07762E+18;El Viso;525706;95;1;1;Second hand / Good state;0;0;0;0;1
4,77811E+18;Malasana-Universidad;1239650;312;10;10;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;Imperial;291393;67;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Recoletos;1487179;158;2;2;Second hand / Good state;0;0;0;0;1
2,79728E+18;Ciudad Universitaria;823678;160;4;3;Second hand / Good state;0;0;0;0;1
7,74858E+18;Chueca-Justicia;506124;89;2;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;Huertas-Cortes;382223;93;3;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;Puerta del Angel;152182;96;1;1;Second hand / Good state;0;0;0;0;0
8,03363E+18;Puerta Bonita;105981;61;3;1;Second hand / Good state;0;0;0;0;0
4,56208E+18;Ventas;235505;56;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Ibiza;739808;66;2;1;Second hand / Good state;0;1;0;0;1
2,3294E+18;Bellas Vistas;328037;94;2;2;Second hand / Good state;0;0;1;0;1
5,76812E+18;Ambroz;281592;119;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Hellin;174208;98;4;2;Second hand / Needs reformation;0;0;0;0;1
1,57626E+18;San Pascual;307539;71;3;1;Second hand / Unknown;0;0;0;0;1
3,7862E+18;Berruguete;176869;42;1;1;Second hand / Good state;0;0;0;0;0
3,53102E+18;Vista Alegre;168914;79;2;1;Second hand / Needs reformation;0;0;0;0;0
7,47698E+18;Lavapies-Embajadores;169206;30;1;1;Second hand / Good state;0;0;0;0;1
6,94603E+18;Colina;181189;48;0;1;Second hand / Good state;1;0;0;1;1
9,20023E+18;Bellas Vistas;352198;90;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Palacio;873566;220;5;3;Second hand / Good state;0;0;0;0;1
9,15719E+18;Berruguete;317312;81;3;1;Second hand / Good state;0;0;0;0;0
5,51998E+18;Arguelles;816261;285;4;3;Second hand / Good state;0;0;1;0;1
9,22337E+18;Rosas;257784;94;3;2;Second hand / Good state;0;0;0;0;1
3,98484E+18;Palomeras sureste;189316;108;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Pilar;460270;121;4;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Aravaca;628005;139;3;3;Second hand / Good state;0;1;1;1;1
4,63489E+18;Malasana-Universidad;561430;163;3;2;Second hand / Good state;0;0;0;0;0
7,6139E+18;Casa de Campo;379738;110;4;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;Recoletos;1342737;134;2;3;Second hand / Good state;0;1;0;0;1
9,22337E+18;Almagro;1215865;177;4;4;Second hand / Good state;0;0;0;0;1
9,22337E+18;Goya;1383742;236;6;3;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Lista;2094499;313;4;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Lista;694622;162;4;2;Second hand / Needs reformation;0;0;0;0;1
2,67801E+18;Ibiza;432861;122;3;1;Second hand / Good state;0;0;0;0;1
3,0037E+18;Valdezarza;146936;71;3;1;Second hand / Good state;0;0;0;0;0
1,5191E+18;Fuente del Berro;258600;64;1;1;Second hand / Good state;0;1;0;0;0
9,22337E+18;Malasana-Universidad;422742;83;2;1;Second hand / Good state;0;1;0;0;0
9,22337E+18;Arguelles;2015259;423;6;5;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Acacias;156423;25;0;1;Second hand / Needs reformation;1;0;0;0;0
9,22337E+18;Bellas Vistas;238583;53;2;1;Second hand / Good state;0;0;0;0;1
5,8217E+18;Valdemaran;887513;217;4;3;Second hand / Good state;0;0;0;1;1
6,53717E+18;Castellana;492798;129;3;2;Second hand / Needs reformation;0;1;0;0;1
8,28429E+18;Las Tablas;247385;103;3;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Imperial;152793;99;5;1;Second hand / Unknown;0;0;0;0;0
3,97438E+18;Guindalera;191508;87;4;1;Second hand / Unknown;0;0;0;0;1
9,22337E+18;Palacio;630817;150;5;2;Second hand / Unknown;0;0;0;0;0
9,22337E+18;Pacifico;219805;91;1;1;Second hand / Unknown;0;0;0;0;1
4,99839E+18;Quintana;124646;60;3;1;Second hand / Unknown;0;0;0;0;0
7,53874E+18;Nuevos Ministerios-Rios Rosas;456333;143;4;2;Second hand / Good state;0;0;0;0;1
8,5744E+18;Prosperidad;554196;195;4;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Chueca-Justicia;204532;42;0;1;Second hand / Needs reformation;1;0;0;0;1
9,22337E+18;Chueca-Justicia;945471;180;0;1;Second hand / Good state;1;0;0;0;1
9,22337E+18;Chueca-Justicia;3506462;357;5;5;Second hand / Good state;0;1;0;0;1
9,22337E+18;Las Tablas;477291;85;1;1;Second hand / Unknown;0;0;0;0;1
9,22337E+18;Alameda de Osuna;362022;87;2;2;Second hand / Unknown;0;0;0;0;1
9,22337E+18;Conde Orgaz-Piovera;1385980;246;5;4;Second hand / Good state;0;0;0;1;1
4,07438E+18;Castellana;4821803;426;6;4;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Palomeras sureste;225176;86;2;2;Second hand / Good state;0;0;0;1;1
2,95764E+18;Quintana;139066;65;2;1;Second hand / Good state;0;0;0;0;0
3,0253E+18;Lista;156875;53;3;1;Second hand / Needs reformation;0;0;0;0;1
1,51369E+18;Prosperidad;288113;55;1;1;Second hand / Good state;0;0;0;0;1
6,96998E+18;Almendrales;150116;74;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;San Fermin;208107;86;2;2;Second hand / Good state;0;0;0;0;1
3,19001E+18;Goya;529714;103;3;3;Second hand / Good state;0;0;0;0;1
6,21968E+18;Apostol Santiago;271262;137;3;2;Second hand / Good state;0;0;0;0;1
4,223E+18;Puerta del Angel;613413;214;5;2;Second hand / Needs reformation;0;0;0;0;1
8,12998E+17;Buena Vista;162348;80;2;1;Second hand / Good state;0;0;0;0;0
5,24114E+18;Las Tablas;338626;128;3;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Chopera;195394;68;2;1;Second hand / Unknown;0;0;0;0;1
1,31352E+18;Casco historico de Vallecas;220350;64;2;1;Second hand / Good state;0;0;0;0;0
2,53556E+18;Nino Jesus;746860;174;3;3;Second hand / Good state;0;0;0;0;1
9,22337E+18;Sol;1207599;264;4;4;Second hand / Good state;0;0;0;0;0
9,16166E+18;Moscardo;224755;119;4;2;Second hand / Unknown;0;0;0;0;0
7,32961E+17;Sanchinarro;226918;66;1;1;Second hand / Good state;0;1;0;1;1
4,09326E+18;Cuatro Caminos;334664;62;2;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Sanchinarro;415742;91;2;2;Second hand / Good state;0;0;0;1;1
3,88984E+18;Pinar del Rey;121983;59;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Recoletos;2289721;345;5;4;Second hand / Needs reformation;0;0;0;0;1
8,30696E+18;Vallehermoso;508315;100;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Pueblo Nuevo;271518;89;3;2;Second hand / Needs reformation;0;0;0;0;1
5,52729E+18;Pradolongo;80600;50;2;1;Second hand / Good state;0;0;0;0;0
8,99234E+18;Abrantes;125266;59;3;1;Second hand / Unknown;0;0;0;0;0
3,71329E+18;Recoletos;654323;99;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Gaztambide;1119226;271;5;2;Second hand / Good state;0;0;0;0;1
2,16566E+18;Jeronimos;898437;148;2;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Vista Alegre;149612;66;1;1;Second hand / Good state;0;0;0;0;1
2,84777E+18;Trafalgar;447332;112;3;2;Second hand / Good state;0;0;1;0;1
8,98605E+18;Vallehermoso;1688661;534;8;4;Second hand / Needs reformation;0;0;0;0;1
7,18671E+18;Las Tablas;548633;114;3;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Pinar del Rey;195743;89;2;3;Second hand / Good state;0;0;1;0;0
3,93108E+18;Puerta del Angel;140286;45;1;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Recoletos;2668406;451;4;3;Second hand / Needs reformation;0;0;0;0;1
6,94445E+18;Almagro;2332445;373;5;3;Second hand / Needs reformation;0;0;0;0;1
7,91081E+18;Orcasitas;114547;99;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Aguilas;231889;84;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Recoletos;628111;91;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Canillejas;617093;169;3;2;Second hand / Good state;0;1;0;1;1
9,22337E+18;Costillares;437534;133;4;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Costillares;851603;199;4;3;Second hand / Good state;0;0;0;1;1
8,52212E+18;Trafalgar;320896;53;0;1;Second hand / Good state;1;0;0;1;1
3,06906E+18;Almendrales;106011;61;2;1;Second hand / Good state;0;0;0;0;0
1,61979E+18;San Diego;110401;111;4;2;Second hand / Needs reformation;0;0;0;0;0
3,86185E+18;Castilla;457694;148;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Goya;288811;65;2;2;Second hand / Good state;0;0;0;0;0
7,6948E+18;San Fermin;251099;113;2;2;Second hand / Good state;0;1;0;1;1
9,22337E+18;San Isidro;125452;65;2;1;Second hand / Good state;0;0;0;0;0
2,94654E+18;Recoletos;1320964;128;2;3;Second hand / Good state;0;0;0;1;1
6,17649E+18;Castellana;1170933;172;3;2;Second hand / Needs reformation;0;0;0;0;1
9,08628E+18;Castilla;570959;144;3;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Ventas;159575;64;3;1;Second hand / Good state;0;0;0;0;1
2,27876E+18;Castellana;711445;89;1;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Arapiles;781554;122;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Estrella;666211;163;4;3;Second hand / Good state;0;0;0;0;1
7,55441E+18;Nueva Espana;361867;72;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Arguelles;1237136;180;4;3;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Puerta del Angel;136728;76;3;1;Second hand / Good state;0;0;0;0;1
2,10427E+18;Santa Eugenia;121927;71;3;1;Second hand / Good state;0;0;0;0;0
2,57518E+18;Alameda de Osuna;499016;101;2;2;Second hand / Good state;0;1;0;1;1
9,22337E+18;Palacio;971833;157;2;2;Second hand / Unknown;0;0;0;0;0
9,22337E+18;Sanchinarro;345202;65;1;1;Second hand / Good state;0;0;0;1;1
3,14095E+18;Marroquina;274391;96;3;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Gaztambide;660988;209;5;3;Second hand / Good state;0;0;0;0;1
6,17197E+17;Palos de Moguer;519418;149;5;2;Second hand / Good state;0;0;0;0;1
1,95139E+18;Pueblo Nuevo;158868;83;3;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;San Pascual;329564;125;3;2;Second hand / Needs reformation;0;0;1;0;1
9,22337E+18;Cuatro Caminos;138921;36;1;1;Second hand / Good state;0;0;0;0;0
7,70136E+17;Palomeras Bajas;126002;77;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Chueca-Justicia;2017072;287;5;3;Second hand / Needs reformation;0;0;0;0;1
2,96976E+18;Castellana;294753;44;0;1;Second hand / Good state;1;0;0;0;1
9,22337E+18;San Isidro;148304;69;2;1;Second hand / Good state;0;0;0;0;0
5,50076E+18;San Juan Bautista;765049;171;5;3;Second hand / Unknown;0;0;0;1;1
9,22337E+18;Bellas Vistas;158020;71;3;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Valdeacederas;195439;74;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Arguelles;449525;121;4;2;Second hand / Needs reformation;0;0;0;0;1
7,54438E+18;Salvador;360240;160;4;2;Second hand / Needs reformation;0;0;0;0;1
2,4455E+18;Campo de las Naciones-Corralejos;380842;106;2;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Campamento;207593;72;3;1;Second hand / Good state;0;0;0;0;1
8,20002E+18;Costillares;283319;64;1;1;Second hand / Good state;0;0;0;1;1
9,22337E+18;Simancas;135484;102;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;San Diego;236366;112;4;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Nueva Espana;1001518;168;3;3;Second hand / Good state;0;0;0;1;1
9,22337E+18;Sanchinarro;670404;144;3;2;Second hand / Good state;0;1;1;1;1
9,22337E+18;Puerta Bonita;178606;85;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Guindalera;287326;46;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Las Tablas;382516;103;2;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Butarque;90366;57;3;1;Second hand / Unknown;0;0;0;0;0
9,0044E+18;Cuatro Caminos;379764;93;4;1;Second hand / Needs reformation;0;0;0;0;1
1,03266E+18;Ciudad Universitaria;835937;340;4;3;Second hand / Unknown;0;0;1;1;1
1,47414E+16;Jeronimos;732827;193;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Arcos;111783;59;3;1;Second hand / Good state;0;0;0;0;0
3,30575E+18;Ciudad Universitaria;1841621;703;7;7;Second hand / Good state;0;1;1;1;1
9,22337E+18;Lista;526944;91;2;2;Second hand / Good state;0;0;0;0;1
1,98231E+18;Arguelles;232469;39;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Casco historico de Vallecas;101385;63;4;1;Second hand / Unknown;0;0;0;0;0
8,9444E+18;Costillares;1055141;468;5;4;Second hand / Good state;0;0;0;1;1
6,92384E+18;Cuzco-Castillejos;354420;73;3;1;Second hand / Good state;0;0;0;0;1
8,79842E+17;Butarque;141659;86;2;1;Second hand / Good state;0;0;0;1;0
2,75392E+18;Vallehermoso;811784;205;5;3;Second hand / Needs reformation;0;0;0;0;1
4,03508E+18;Recoletos;2082575;300;4;3;Second hand / Good state;0;1;0;0;1
3,5354E+18;Marroquina;257423;89;2;2;Second hand / Good state;0;0;0;0;1
5,6832E+18;Recoletos;1450425;230;4;4;Second hand / Good state;0;0;0;0;1
9,22337E+18;Chueca-Justicia;915916;167;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Comillas;184926;86;3;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Pueblo Nuevo;155320;78;3;1;Second hand / Good state;0;0;0;0;0
5,99127E+18;Arguelles;897883;183;4;2;Second hand / Needs reformation;0;0;0;0;1
2,3342E+18;Abrantes;161763;82;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Ventas;243057;60;2;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Numancia;244264;78;2;1;Second hand / Good state;0;0;0;0;0
4,98664E+17;Los Angeles;92648;59;2;1;Second hand / Good state;0;0;0;0;0
2,96609E+18;Los Angeles;164058;73;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Lavapies-Embajadores;100590;25;1;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Los Angeles;91812;51;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Pueblo Nuevo;117136;68;2;1;Second hand / Unknown;0;0;0;0;0
9,22337E+18;Simancas;111589;46;2;1;Second hand / Unknown;0;0;0;0;0
7,63724E+18;Costillares;342186;74;2;1;Second hand / Good state;0;0;0;1;1
9,22337E+18;Numancia;186937;66;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;San Juan Bautista;1422233;352;4;4;Second hand / Good state;0;0;0;1;1
3,05296E+18;Lucero;170041;103;3;1;Second hand / Needs reformation;0;0;0;0;0
7,4087E+18;Fuentelarreina;855309;219;4;3;Second hand / Good state;0;0;0;1;1
6,02827E+18;La Paz;630535;163;4;3;Second hand / Good state;0;0;0;1;1
1,27594E+18;Concepcion;421237;93;3;2;Second hand / Needs reformation;0;0;0;1;1
9,22337E+18;Puerta del Angel;219490;67;1;1;Second hand / Good state;0;1;0;0;1
9,22337E+18;Castilla;595146;142;4;2;Second hand / Good state;0;0;0;0;1
4,30844E+18;Bernabeu-Hispanoamerica;577622;99;2;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Valdebebas - Valdefuentes;680313;145;3;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Pinar del Rey;334091;84;3;1;Second hand / Good state;0;0;0;0;1
4,97997E+18;Butarque;187140;93;3;2;Second hand / Good state;0;0;0;1;1
4,34011E+18;Palacio;168661;37;1;1;Second hand / Needs reformation;0;0;0;0;0
2,25333E+17;Trafalgar;190543;46;1;1;Second hand / Needs reformation;0;0;0;0;0
7,2125E+18;San Diego;159253;65;3;1;Second hand / Good state;0;0;0;0;0
6,34176E+18;Trafalgar;625200;128;4;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Numancia;128549;82;2;1;Second hand / Unknown;0;0;0;0;0
9,22337E+18;Lista;365801;67;1;1;Second hand / Good state;0;0;0;0;1
2,75551E+18;Lavapies-Embajadores;1096334;201;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Nueva Espana;365894;86;3;1;Second hand / Needs reformation;0;0;0;0;1
4,0387E+18;Conde Orgaz-Piovera;1108735;205;3;3;Second hand / Good state;0;0;0;1;1
8,84957E+18;Castilla;648919;147;4;3;Second hand / Good state;0;0;0;0;1
4,30768E+18;Huertas-Cortes;756672;128;2;2;Second hand / Good state;0;0;0;0;1
8,11217E+18;Quintana;233847;101;4;2;Second hand / Unknown;0;0;0;0;0
1,96248E+18;Ventas;130160;39;1;1;Second hand / Good state;0;0;0;0;0
6,58599E+18;Marroquina;245239;91;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Almagro;191692;49;1;1;Second hand / Good state;0;0;0;0;1
7,7454E+18;San Pascual;316785;115;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Guindalera;596438;163;4;3;Second hand / Good state;0;0;0;0;1
9,22337E+18;Palos de Moguer;963245;119;3;3;Second hand / Good state;0;0;1;0;1
6,00742E+18;Opanel;159468;107;3;2;Second hand / Good state;0;0;0;0;1
5,54938E+18;Legazpi;503125;104;2;2;Second hand / Good state;0;0;0;0;1
9,75761E+17;Pavones;307488;113;3;2;Second hand / Unknown;0;0;0;0;1
6,61746E+17;Ventas;161555;74;3;1;Second hand / Good state;0;0;0;0;0
8,91082E+18;Cuzco-Castillejos;407569;100;4;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Palomeras Bajas;130203;60;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;El Viso;2322117;354;4;5;Second hand / Good state;0;1;0;0;1
9,22337E+18;San Isidro;140524;72;3;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Los Rosales;112582;55;3;1;Second hand / Good state;0;0;0;0;0
5,15882E+18;Pinar del Rey;297526;84;3;1;Second hand / Good state;0;0;0;0;1
4,87E+18;Pueblo Nuevo;265448;115;4;2;Second hand / Needs reformation;0;0;0;0;1
8,86005E+18;12 de Octubre-Orcasur;179349;125;3;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;San Diego;137531;57;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Casa de Campo;232063;69;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Lavapies-Embajadores;108734;20;0;1;Second hand / Good state;1;0;0;0;0
9,22337E+18;Delicias;344400;95;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Palomeras sureste;179114;50;1;1;Second hand / Good state;0;0;0;1;1
5,96845E+18;Puerta Bonita;173183;91;3;1;Second hand / Needs reformation;0;0;0;0;0
2,99133E+18;Pueblo Nuevo;178459;60;3;1;Second hand / Good state;0;0;0;0;1
6,36811E+18;Valdezarza;472407;132;3;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Sanchinarro;233253;66;0;1;Second hand / Good state;1;0;0;1;1
2,58987E+18;Gaztambide;198221;79;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Vista Alegre;153313;60;3;1;Second hand / Good state;0;0;0;0;0
5,40093E+18;Atalaya;328302;76;1;1;Second hand / Good state;0;0;0;0;0
2,57848E+18;Valdezarza;303543;74;2;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;San Diego;216181;95;3;1;Second hand / Good state;0;0;0;0;0
7,03446E+18;Nuevos Ministerios-Rios Rosas;647479;139;3;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Chueca-Justicia;1470615;184;3;2;Second hand / Good state;0;1;0;0;1
9,22337E+18;Buena Vista;110471;50;2;1;Second hand / Good state;0;0;0;0;0
4,57051E+18;Gaztambide;676323;175;4;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Abrantes;112349;76;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Bellas Vistas;254082;52;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Arapiles;583430;130;3;3;Second hand / Good state;0;0;0;0;1
4,654E+18;Acacias;222792;47;2;2;Second hand / Good state;0;0;0;0;0
6,28947E+18;Valdebernardo - Valderribas;284200;75;2;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Ventas;395098;127;4;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;12 de Octubre-Orcasur;264632;145;3;2;Second hand / Good state;0;1;0;0;1
3,65293E+17;Cuzco-Castillejos;394043;112;3;5;Second hand / Good state;0;0;0;0;0
9,21682E+17;Butarque;93798;59;2;1;Second hand / Good state;0;0;0;0;0
9,09717E+18;Puerta del Angel;255159;79;3;1;Second hand / Good state;0;0;0;0;1
5,00081E+18;San Andres;106987;91;2;1;Second hand / Good state;0;0;0;0;0
7,15519E+17;Las Tablas;490943;132;4;2;Second hand / Good state;0;0;0;1;1
2,87944E+18;Aluche;113269;66;2;1;Second hand / Good state;0;0;0;0;0
7,22015E+18;Rosas;296317;79;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Puerta del Angel;342778;91;3;1;Second hand / Unknown;0;0;0;0;1
6,89552E+18;Moscardo;146246;86;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Acacias;534121;127;3;2;Second hand / Good state;0;0;0;1;1
6,29478E+18;Estrella;523466;135;3;2;Second hand / Good state;0;0;0;0;1
4,60367E+18;Arapiles;278423;57;2;1;Second hand / Good state;0;0;0;0;1
4,46656E+18;Almagro;755561;113;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Ciudad Jardin;299538;66;2;1;Second hand / Good state;0;0;0;0;0
7,1413E+18;Aguilas;199193;89;3;1;Second hand / Good state;0;0;0;0;1
7,79685E+18;Amposta;124657;56;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Campo de las Naciones-Corralejos;683218;186;4;2;Second hand / Good state;0;0;0;1;1
6,09541E+18;Acacias;393752;99;3;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Goya;253961;56;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Lavapies-Embajadores;173626;57;2;1;Second hand / Good state;0;0;0;0;1
5,08357E+18;San Cristobal;145994;114;4;1;Second hand / Good state;0;1;0;0;1
1,28546E+18;Lista;985326;162;3;4;Second hand / Good state;0;0;0;0;1
4,34091E+18;Estrella;445826;164;3;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Malasana-Universidad;519944;100;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Aluche;138228;65;3;1;Second hand / Unknown;0;0;0;0;0
5,55326E+18;Lavapies-Embajadores;225002;50;2;1;Second hand / Good state;0;0;0;0;0
7,25058E+18;Malasana-Universidad;278530;64;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;San Andres;84940;81;3;1;Second hand / Good state;0;0;0;0;0
7,64397E+18;Ciudad Universitaria;198631;56;1;1;Second hand / Good state;0;0;0;0;1
8,44799E+18;San Isidro;108739;62;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Valdeacederas;422329;119;3;2;Second hand / Good state;0;1;0;0;1
9,22337E+18;Pueblo Nuevo;250150;95;4;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Goya;756660;182;4;3;Second hand / Good state;0;0;0;0;1
2,04823E+18;San Andres;63141;106;0;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;Cuatro Caminos;121231;60;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;San Isidro;106069;55;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Arguelles;1631116;330;5;5;Second hand / Good state;0;0;0;0;1
9,22337E+18;Simancas;257642;122;4;2;Second hand / Good state;0;0;0;0;1
1,91275E+18;Goya;271807;50;1;1;Second hand / Unknown;0;0;0;0;1
9,22337E+18;Mirasierra;976412;237;4;3;Second hand / Good state;0;0;0;1;1
9,22337E+18;Castellana;2299774;241;3;3;Second hand / Good state;0;0;0;0;1
6,20959E+18;Aguilas;140935;73;3;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Rosas;216115;54;1;1;Second hand / Good state;0;0;0;1;1
9,22337E+18;Jeronimos;3895770;616;6;4;Second hand / Needs reformation;0;0;0;0;1
3,62128E+17;Pinar del Rey;759295;162;4;3;Second hand / Good state;0;0;0;1;1
9,22337E+18;Lavapies-Embajadores;485452;132;4;1;Second hand / Needs reformation;0;0;0;0;0
3,1897E+18;Recoletos;1477833;167;3;2;Second hand / Needs reformation;0;0;0;0;1
6,17071E+17;Pueblo Nuevo;138288;80;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Cuatro Caminos;268917;59;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Comillas;190186;77;2;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;Simancas;159568;88;3;3;Second hand / Good state;0;0;0;0;0
9,22337E+18;Lavapies-Embajadores;171016;25;0;1;Second hand / Good state;1;0;0;0;0
9,22337E+18;Buena Vista;222256;98;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Cuzco-Castillejos;972906;240;4;3;Second hand / Good state;0;0;0;0;1
9,22337E+18;San Andres;127276;70;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Comillas;314461;99;3;1;Second hand / Good state;0;0;0;0;1
8,00284E+18;Chueca-Justicia;179650;36;1;1;Second hand / Good state;0;0;0;0;0
5,42924E+18;Fuente del Berro;188788;53;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Almendrales;170945;81;2;1;Second hand / Good state;0;0;0;0;0
